,id,product_code,loading,attribute_0,attribute_1,attribute_2,attribute_3,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,failure
21205,21205,D,112.41,material_7,material_5,6,6,3,19,8,16.42,12.199,16.07,17.509,12.502,18.707,11.541,17.615,20.753,14.04,16.139,16.002,13.559,17.66,618.802,0
16402,16402,D,124.88,material_7,material_5,6,6,6,10,5,18.23,11.769,15.857,19.209,10.948,19.04,10.914,15.251,17.728,11.853,16.168,,14.162,16.314,754.216,0
19944,19944,D,113.83,material_7,material_5,6,6,8,19,6,18.546,12.273,16.103,18.058,11.619,19.261,12.652,19.933,19.918,13.735,15.5,17.929,15.358,13.472,713.815,0
20335,20335,D,95.68,material_7,material_5,6,6,9,14,6,18.33,11.511,17.792,18.133,10.584,19.098,11.25,16.647,18.518,9.686,17.245,16.569,14.492,15.686,,1
16433,16433,D,162.27,material_7,material_5,6,6,7,4,5,19.475,11.1,17.016,17.378,12.029,20.151,10.446,15.154,19.872,12.489,16.696,14.748,16.242,14.797,801.997,1
26438,26438,E,81.78,material_7,material_6,6,9,5,14,1,16.748,11.38,17.498,17.219,,17.664,11.626,13.778,19.062,12.524,17.786,15.844,13.9,17.446,586.936,0
887,887,A,122.1,material_7,material_8,9,5,16,7,5,16.402,11.92,16.117,17.927,11.114,19.297,11.577,18.071,21.145,,14.358,18.065,16.056,18.86,659.839,0
6261,6261,B,166.61,material_5,material_5,8,8,15,18,6,16.161,9.908,16.35,17.602,11.214,19.28,10.215,17.854,17.819,13.684,18.588,17.05,15.328,15.834,486.01,0
6989,6989,B,92.22,material_5,material_5,8,8,8,13,9,18.391,11.196,18.284,17.219,11.128,19.787,13.3,16.369,18.689,11.477,15.082,18.071,16.131,17.106,727.066,0
6043,6043,B,63.96,material_5,material_5,8,8,6,11,7,17.089,11.819,17.473,15.885,11.559,20.649,11.225,16.715,18.304,10.94,16.779,16.002,16.724,14.662,686.387,0
10808,10808,C,146.94,material_7,material_8,5,8,10,12,3,16.996,11.566,16.706,17.581,11.563,19.34,10.08,18.127,17.272,11.038,14.402,15.671,16.445,16.626,652.267,0
19552,19552,D,148.72,material_7,material_5,6,6,5,6,9,18.223,9.276,19.543,15.891,11.881,19.592,12.122,17.767,19.179,12.139,16.732,,17.563,14.947,754.069,0
19333,19333,D,191.7,material_7,material_5,6,6,23,7,3,17.147,10.439,16.607,18.644,13.768,19.651,12.034,13.996,20.18,9.98,15.808,16.114,13.464,16.747,893.142,0
1424,1424,A,191.91,material_7,material_8,9,5,5,2,3,16.671,12.297,16.521,15.93,11.09,19.294,11.067,16.39,22.083,11.477,15.055,13.185,14.331,16.47,636.138,0
16523,16523,D,99.31,material_7,material_5,6,6,7,9,7,18.432,10.935,17.45,17.486,12.91,17.667,10.769,14.359,19.242,9.821,15.023,,12.668,17.124,714.336,0
15924,15924,C,153.71,material_7,material_8,5,8,10,7,2,17.392,,17.151,18.339,12.386,19.363,11.493,16.312,20.493,14.553,15.032,16.064,15.524,16.788,769.586,0
19581,19581,D,91.61,material_7,material_5,6,6,11,12,7,17.373,12.258,18.84,17.442,,18.076,10.424,19.652,20.769,13.683,14.742,16.557,14.043,17.394,712.225,1
21515,21515,E,150.54,material_7,material_6,6,9,4,14,5,18.001,10.823,17.288,16.263,10.309,21.099,11.45,16.317,17.595,14.663,17.394,17.762,16.294,15.821,714.586,0
112,112,A,122.87,material_7,material_8,9,5,4,4,11,17.996,12.919,17.186,18.705,14.178,19.598,11.137,15.705,19.248,9.894,13.039,17.526,13.13,15.121,860.117,0
8160,8160,B,109.3,material_5,material_5,8,8,2,10,10,16.164,,16.847,17.871,11.546,18.416,12.302,17.032,20.019,11.811,13.817,17.566,16.808,14.512,,0
24792,24792,E,188.32,material_7,material_6,6,9,7,16,3,16.523,10.163,17.27,17.733,11.991,17.178,12.793,17.676,19.32,9.617,15.476,16.635,14.175,,529.033,0
16199,16199,D,124.26,material_7,material_5,6,6,7,11,12,16.658,10.858,19.031,16.824,,18.794,10.625,14.602,18.176,10.8,17.047,14.568,17.227,15.563,717.402,0
4559,4559,A,149.09,material_7,material_8,9,5,25,4,5,16.904,9.564,18.417,,12.636,19.113,9.493,15.764,19.981,12.637,16.285,17.228,14.117,,778.68,0
20979,20979,D,174.67,material_7,material_5,6,6,10,8,11,18.773,12.174,17.009,18.836,12.217,18.384,11.009,19.029,20.222,10.392,16.631,,13.438,11.771,829.138,1
25751,25751,E,86.24,material_7,material_6,6,9,10,4,5,18.15,12.016,18.645,17.477,11.828,20.706,11.975,15.493,20.882,10.554,16.168,15.038,16.188,15.304,949.229,0
11442,11442,C,172.4,material_7,material_8,5,8,9,6,1,17.027,10.829,15.53,18.315,12.705,21.077,12.985,16.371,20.578,8.822,15.543,14.905,13.455,,908.163,0
21074,21074,D,139.3,material_7,material_5,6,6,3,7,9,18.669,12.499,16.206,17.034,10.79,17.723,,13.383,18.101,10.652,16.008,14.365,16.0,18.841,499.217,0
11254,11254,C,116.33,material_7,material_8,5,8,6,13,1,17.946,12.705,17.076,18.513,12.334,19.87,11.756,15.589,19.239,9.339,13.884,16.09,16.253,17.649,820.007,1
23778,23778,E,82.41,material_7,material_6,6,9,4,19,1,17.289,11.618,17.184,19.084,11.823,20.041,9.848,15.791,19.995,11.512,14.558,10.318,16.221,13.547,862.027,0
8566,8566,B,103.72,material_5,material_5,8,8,7,13,12,18.134,10.947,17.62,16.903,10.813,18.834,11.162,17.548,17.907,10.853,17.274,15.91,16.046,,602.559,0
16311,16311,D,132.75,material_7,material_5,6,6,4,10,4,16.431,11.013,18.321,16.428,12.909,18.604,11.438,16.543,18.169,12.036,13.968,14.236,14.887,16.451,675.462,0
19661,19661,D,190.66,material_7,material_5,6,6,5,11,11,18.378,12.478,18.747,17.33,10.103,17.806,10.76,17.948,17.572,12.861,16.078,15.938,16.195,19.058,654.137,0
10758,10758,C,167.35,material_7,material_8,5,8,4,8,5,18.787,11.717,16.532,18.065,11.276,18.778,11.277,16.519,18.137,8.329,15.834,15.338,16.959,20.762,626.439,0
20452,20452,D,130.03,material_7,material_5,6,6,10,12,5,18.124,13.228,17.965,18.076,12.475,19.09,11.758,16.042,18.796,10.748,16.217,15.532,13.237,15.141,855.72,0
20792,20792,D,125.09,material_7,material_5,6,6,3,10,8,19.305,11.947,15.988,17.153,10.079,19.078,10.305,17.516,19.628,12.582,16.526,16.739,14.936,17.82,556.223,0
17266,17266,D,195.62,material_7,material_5,6,6,8,14,15,19.527,11.782,17.777,17.59,12.032,17.088,10.74,18.56,18.837,12.783,15.821,17.639,15.101,18.15,697.006,0
19477,19477,D,110.01,material_7,material_5,6,6,11,7,9,18.558,10.529,16.471,17.645,11.86,20.11,12.435,15.037,20.049,10.723,14.285,16.528,15.251,16.622,758.143,0
16835,16835,D,79.17,material_7,material_5,6,6,4,13,10,16.768,11.007,16.964,16.076,10.993,18.671,12.734,16.445,19.612,11.447,16.322,16.741,16.299,16.474,475.65,0
3731,3731,A,162.29,material_7,material_8,9,5,15,2,5,19.708,11.219,18.18,18.984,,19.626,9.539,16.442,,13.148,15.704,14.646,12.774,13.609,869.019,0
25180,25180,E,97.06,material_7,material_6,6,9,3,3,12,18.117,11.963,16.833,18.579,10.809,20.671,,14.529,20.962,10.839,16.846,14.487,15.678,16.391,,0
4986,4986,A,128.02,material_7,material_8,9,5,15,1,6,18.375,11.293,17.319,18.221,10.41,18.244,10.475,17.34,19.915,11.025,16.441,15.743,14.838,16.162,631.107,0
20047,20047,D,62.96,material_7,material_5,6,6,6,9,8,18.981,11.155,16.455,18.261,12.016,18.379,11.252,19.723,19.356,13.285,15.222,18.327,14.124,16.375,734.842,0
2763,2763,A,96.6,material_7,material_8,9,5,14,2,5,18.925,12.038,17.504,16.722,12.294,,10.366,16.359,18.322,12.635,14.666,16.497,12.603,14.565,808.822,0
13794,13794,C,85.0,material_7,material_8,5,8,4,8,6,17.337,14.328,17.871,19.163,12.481,19.831,12.058,15.71,19.455,10.957,16.01,16.293,13.771,16.566,879.901,0
24298,24298,E,95.12,material_7,material_6,6,9,18,5,9,19.463,12.973,15.836,18.396,14.118,18.537,10.197,18.631,18.006,8.111,16.16,15.044,17.566,16.472,695.237,0
1855,1855,A,152.76,material_7,material_8,9,5,24,3,4,17.638,11.689,17.25,18.076,9.82,19.803,11.412,16.462,18.781,13.256,14.069,13.931,13.512,15.844,734.294,1
15599,15599,C,63.83,material_7,material_8,5,8,4,13,7,19.567,11.327,18.304,,10.277,19.032,11.667,14.123,19.002,8.086,14.274,12.406,14.409,15.869,704.372,0
12812,12812,C,141.82,material_7,material_8,5,8,12,11,3,18.157,11.999,17.731,17.052,10.15,17.381,11.224,14.666,18.836,11.399,14.504,14.112,15.652,,506.709,0
999,999,A,81.22,material_7,material_8,9,5,9,3,2,18.468,,18.436,16.657,,19.253,11.121,15.77,20.94,13.327,16.103,16.52,14.304,17.912,729.446,0
389,389,A,175.85,material_7,material_8,9,5,12,5,9,16.58,10.568,17.29,17.978,11.545,19.173,12.533,16.003,18.575,12.13,17.661,17.859,17.52,20.292,712.806,1
11599,11599,C,164.79,material_7,material_8,5,8,1,7,2,17.727,10.132,16.23,18.24,10.778,20.371,11.36,15.734,20.387,13.995,15.842,14.481,16.411,18.024,740.129,0
6426,6426,B,192.32,material_5,material_5,8,8,2,12,9,18.335,10.666,17.413,18.13,13.127,20.768,11.275,14.903,20.174,11.752,18.851,16.267,15.623,17.896,794.11,1
17860,17860,D,103.06,material_7,material_5,6,6,9,13,5,17.156,13.273,16.226,17.514,9.543,20.166,10.924,17.4,19.564,14.952,15.974,16.745,12.413,17.651,588.342,0
18624,18624,D,116.67,material_7,material_5,6,6,4,16,4,19.734,13.2,17.113,17.741,9.857,18.282,11.82,16.945,17.798,10.433,15.933,14.463,16.81,16.029,637.332,0
10578,10578,C,168.56,material_7,material_8,5,8,8,12,5,17.95,10.949,16.892,17.498,12.72,19.457,10.125,15.807,17.082,11.348,16.061,18.202,15.25,14.864,721.751,0
25432,25432,E,170.77,material_7,material_6,6,9,4,10,4,18.746,10.953,14.819,17.83,12.166,20.548,10.935,15.856,20.698,,15.682,13.278,14.475,16.374,627.092,0
8112,8112,B,145.87,material_5,material_5,8,8,6,9,7,19.038,12.295,16.589,19.234,11.626,18.675,10.293,15.365,19.834,11.082,16.231,16.389,15.97,17.225,691.839,0
17376,17376,D,141.53,material_7,material_5,6,6,4,6,7,16.99,,17.525,17.944,10.876,19.993,11.672,13.369,19.866,13.398,15.617,14.263,15.035,14.51,761.419,1
4997,4997,A,62.63,material_7,material_8,9,5,11,4,11,19.464,12.737,17.48,15.883,12.322,18.962,10.322,15.524,19.12,12.786,16.72,12.986,13.201,16.517,703.045,0
20306,20306,D,180.76,material_7,material_5,6,6,7,11,5,17.171,12.188,18.035,17.05,12.511,20.636,11.392,14.837,18.341,11.083,14.197,14.839,16.265,15.693,830.397,0
19356,19356,D,75.23,material_7,material_5,6,6,6,14,8,16.666,10.791,18.545,16.791,10.103,20.032,9.88,18.603,18.347,,14.431,17.258,14.593,17.961,675.339,1
14211,14211,C,73.8,material_7,material_8,5,8,17,12,12,17.739,12.869,18.235,17.876,11.584,18.486,12.612,17.332,18.958,10.723,16.202,14.814,14.956,,750.092,0
25487,25487,E,169.33,material_7,material_6,6,9,6,11,4,18.678,11.185,18.644,18.344,10.437,17.862,12.494,17.015,20.459,10.821,16.005,16.276,14.788,15.827,770.251,0
4796,4796,A,68.67,material_7,material_8,9,5,15,4,5,15.771,11.271,16.798,15.893,12.466,18.45,11.744,16.212,19.761,9.852,12.03,16.58,,17.686,605.08,0
4769,4769,A,188.53,material_7,material_8,9,5,18,3,5,17.604,12.215,16.061,16.713,11.844,21.876,12.158,15.926,18.838,9.677,14.239,,15.435,16.279,845.846,0
17677,17677,D,148.66,material_7,material_5,6,6,9,4,4,20.234,12.492,18.305,17.444,11.596,18.731,10.754,15.591,18.19,11.197,14.171,16.041,15.338,,806.544,0
11065,11065,C,126.81,material_7,material_8,5,8,5,6,8,17.338,11.747,15.846,19.007,10.056,16.405,11.802,16.196,19.711,12.48,15.814,15.55,15.938,16.923,350.331,0
4173,4173,A,243.69,material_7,material_8,9,5,10,2,5,16.204,10.333,18.085,18.316,13.845,19.735,12.495,16.204,17.959,13.001,17.165,14.67,13.665,13.746,866.784,0
18919,18919,D,62.95,material_7,material_5,6,6,10,8,10,16.804,11.192,17.219,18.046,11.961,18.533,12.747,14.394,19.337,12.123,14.581,13.93,14.463,17.234,714.422,1
25423,25423,E,108.25,material_7,material_6,6,9,11,11,6,16.621,12.19,15.568,16.025,10.561,21.923,11.605,18.553,19.947,9.94,14.846,16.894,16.754,15.476,724.902,0
1907,1907,A,88.42,material_7,material_8,9,5,6,4,9,18.135,11.423,15.439,18.625,12.934,19.923,12.583,14.644,21.757,14.033,16.459,,18.353,19.514,724.024,0
4946,4946,A,160.3,material_7,material_8,9,5,7,14,5,18.085,10.197,17.065,17.883,13.01,20.12,10.05,15.813,19.176,12.788,14.854,18.835,14.918,17.597,801.187,0
8560,8560,B,99.88,material_5,material_5,8,8,4,6,8,20.489,11.573,17.224,19.515,13.082,20.23,10.364,16.514,21.963,12.039,14.887,16.1,,19.002,,0
6033,6033,B,,material_5,material_5,8,8,6,6,13,17.831,12.696,17.033,,10.651,20.554,12.963,15.2,19.32,10.707,14.505,17.211,13.632,14.587,689.204,0
7619,7619,B,104.24,material_5,material_5,8,8,7,4,5,18.524,11.313,16.631,,11.591,20.64,10.819,16.399,17.173,12.617,14.733,15.995,14.637,15.562,651.998,1
1151,1151,A,105.2,material_7,material_8,9,5,12,1,1,18.504,11.328,18.792,18.135,10.806,18.524,9.152,16.073,16.302,13.342,14.982,15.25,13.769,17.87,748.94,1
17951,17951,D,158.33,material_7,material_5,6,6,13,6,11,19.058,10.651,16.345,16.763,,20.174,12.729,16.833,17.427,12.061,16.641,14.414,13.86,19.072,644.041,0
19555,19555,D,108.92,material_7,material_5,6,6,5,14,8,17.09,12.662,17.648,16.751,11.161,19.323,10.876,18.049,17.985,9.677,15.374,14.842,15.703,15.385,636.335,0
24219,24219,E,70.91,material_7,material_6,6,9,7,11,10,18.602,10.397,17.691,17.335,10.359,19.011,11.556,13.634,20.316,12.766,15.224,17.267,15.95,16.689,,1
9689,9689,B,77.94,material_5,material_5,8,8,1,13,7,18.995,13.312,17.263,16.905,12.829,20.606,11.492,14.274,19.897,11.524,15.313,,18.256,14.727,897.825,1
7106,7106,B,118.77,material_5,material_5,8,8,2,19,6,18.712,12.56,16.304,18.333,10.801,18.455,,16.272,16.208,10.193,16.23,17.486,16.459,15.319,,0
25021,25021,E,92.3,material_7,material_6,6,9,4,13,10,16.084,10.949,17.308,17.077,13.528,20.152,10.907,16.586,17.156,8.047,15.808,16.105,14.078,13.23,705.137,0
20544,20544,D,124.44,material_7,material_5,6,6,5,10,6,16.84,11.631,17.134,17.701,12.709,16.863,11.569,18.198,19.559,10.921,14.432,17.379,16.631,,,0
4287,4287,A,106.84,material_7,material_8,9,5,3,4,11,15.791,11.136,17.101,,12.814,,10.66,15.334,18.461,12.292,15.271,14.04,13.528,18.136,747.711,0
2230,2230,A,98.34,material_7,material_8,9,5,2,3,8,19.336,12.984,17.201,16.928,10.934,19.021,12.13,15.385,20.309,10.362,17.772,14.625,15.581,14.875,688.07,0
174,174,A,94.35,material_7,material_8,9,5,4,1,9,16.489,10.266,17.365,19.183,13.516,,10.354,15.81,17.602,11.722,15.297,14.865,15.397,16.417,822.582,0
18287,18287,D,153.78,material_7,material_5,6,6,6,8,8,18.217,12.666,17.031,18.753,11.414,21.56,12.348,17.019,17.62,11.596,14.442,17.69,15.46,17.486,,0
8752,8752,B,96.23,material_5,material_5,8,8,5,8,8,16.934,10.758,17.331,18.471,12.545,,11.499,16.382,18.946,11.759,15.834,14.041,17.08,17.719,722.806,0
3408,3408,A,163.17,material_7,material_8,9,5,6,6,5,17.984,10.758,17.872,17.415,11.459,18.31,10.747,14.611,,12.008,16.356,14.56,16.741,17.405,,0
1538,1538,A,93.36,material_7,material_8,9,5,4,4,9,16.787,11.49,17.227,18.342,12.142,18.868,11.286,16.555,17.799,12.696,15.917,14.136,12.621,17.371,722.969,0
2292,2292,A,90.15,material_7,material_8,9,5,13,3,10,16.064,14.211,17.547,17.215,11.263,19.909,11.806,17.74,,12.347,14.071,16.376,17.781,20.623,810.804,0
9523,9523,B,100.34,material_5,material_5,8,8,4,15,9,18.85,9.928,16.136,16.14,14.226,18.639,11.982,16.962,15.327,11.58,17.93,,14.867,15.385,839.781,0
1363,1363,A,129.47,material_7,material_8,9,5,6,5,8,18.204,12.06,17.667,15.206,11.826,18.973,11.688,16.34,18.301,12.8,16.553,16.716,15.316,17.294,673.866,1
4357,4357,A,78.76,material_7,material_8,9,5,9,2,9,18.855,11.588,18.872,17.334,11.307,20.375,12.845,15.151,17.706,12.775,17.257,15.333,,16.429,892.178,0
21644,21644,E,126.83,material_7,material_6,6,9,7,11,5,18.874,11.421,15.982,16.495,12.515,19.278,10.97,13.517,21.13,9.273,15.088,13.64,13.037,16.548,537.255,0
18504,18504,D,79.82,material_7,material_5,6,6,6,11,10,18.656,13.026,18.538,17.991,9.478,18.422,12.572,16.67,18.314,9.375,16.291,,16.073,15.219,715.264,0
18908,18908,D,98.91,material_7,material_5,6,6,7,11,7,17.107,11.22,17.906,18.787,11.723,19.716,13.678,15.109,18.613,10.187,13.388,16.545,,17.383,,1
680,680,A,119.72,material_7,material_8,9,5,11,4,1,17.518,11.189,17.765,18.749,11.948,17.368,11.13,16.472,16.531,13.885,18.104,15.465,14.135,18.564,641.407,1
13050,13050,C,195.41,material_7,material_8,5,8,4,11,1,15.807,12.83,17.465,16.855,10.022,21.142,11.133,16.468,19.595,9.907,14.824,14.967,13.588,15.7,824.804,0
23692,23692,E,246.75,material_7,material_6,6,9,8,9,6,18.633,10.306,18.091,17.013,11.158,19.261,12.452,12.764,23.333,9.863,14.328,15.657,14.1,16.897,681.823,0
3664,3664,A,137.5,material_7,material_8,9,5,7,0,2,18.321,10.619,16.257,17.296,12.148,20.028,12.656,15.746,18.926,,15.946,15.654,13.268,15.9,,0
18045,18045,D,128.67,material_7,material_5,6,6,4,11,11,16.094,12.797,16.996,17.635,10.484,17.247,12.286,16.506,20.124,10.085,14.544,15.746,16.762,17.168,501.929,0
508,508,A,126.22,material_7,material_8,9,5,6,7,7,16.206,9.365,16.08,18.071,11.624,19.383,10.686,16.306,,12.657,17.252,17.14,15.583,16.761,642.465,0
166,166,A,160.78,material_7,material_8,9,5,11,4,3,19.542,11.077,18.014,17.162,12.915,18.806,12.338,15.251,19.717,11.905,,17.783,12.563,16.483,746.717,0
13689,13689,C,91.88,material_7,material_8,5,8,6,8,0,19.109,10.607,16.013,16.724,11.18,19.295,9.818,16.048,19.138,11.385,16.111,17.277,18.784,17.149,580.081,0
24227,24227,E,120.81,material_7,material_6,6,9,2,4,2,18.262,12.406,16.711,16.815,11.234,18.983,11.232,13.467,,11.25,17.587,16.393,15.237,16.082,,1
25824,25824,E,90.19,material_7,material_6,6,9,7,2,15,16.449,10.731,18.846,15.817,11.738,18.609,12.375,15.462,20.551,14.314,15.296,13.859,15.928,16.878,614.628,1
1914,1914,A,170.81,material_7,material_8,9,5,9,8,5,17.328,10.708,17.331,17.151,11.062,20.939,12.835,16.585,16.402,13.33,16.7,,14.288,14.251,819.039,0
7263,7263,B,112.06,material_5,material_5,8,8,4,10,5,18.113,10.659,17.308,17.72,10.356,19.169,11.53,16.897,18.566,,16.925,16.038,15.23,18.345,549.032,1
26093,26093,E,96.54,material_7,material_6,6,9,4,14,6,17.73,11.055,19.572,16.5,9.736,19.958,10.856,17.312,22.067,,16.258,15.831,,18.815,803.005,1
26242,26242,E,92.89,material_7,material_6,6,9,7,13,3,16.752,12.352,16.26,18.153,10.43,19.667,12.122,15.122,20.653,12.652,15.816,15.557,14.639,18.648,788.866,0
10728,10728,C,134.92,material_7,material_8,5,8,6,16,7,17.779,11.926,19.375,16.217,12.49,18.651,10.002,15.913,15.422,11.619,14.947,14.881,16.252,16.802,754.821,0
1104,1104,A,88.6,material_7,material_8,9,5,9,3,3,18.521,13.272,17.766,17.577,11.402,19.745,10.775,17.153,18.87,12.956,15.686,15.807,15.338,16.344,811.042,0
12067,12067,C,136.08,material_7,material_8,5,8,15,13,8,17.227,11.19,15.572,18.347,,17.737,10.759,15.256,18.083,10.32,16.68,12.104,13.858,18.917,563.513,0
2610,2610,A,182.43,material_7,material_8,9,5,13,4,2,17.248,13.26,16.84,16.296,12.279,18.506,10.437,15.031,20.533,12.137,15.497,17.599,12.571,16.354,647.175,0
9944,9944,B,81.86,material_5,material_5,8,8,9,2,10,17.943,12.906,18.119,15.399,11.257,19.909,11.717,15.576,17.166,10.92,16.357,17.117,15.54,15.001,758.136,0
5310,5310,B,79.31,material_5,material_5,8,8,12,9,5,19.827,12.694,14.638,17.794,10.877,18.622,11.447,14.921,,11.93,18.153,15.908,14.7,17.446,621.473,0
23141,23141,E,93.07,material_7,material_6,6,9,5,9,9,19.524,12.463,18.02,16.979,12.288,19.578,10.186,16.17,19.394,10.326,17.954,16.959,14.673,,777.799,0
11108,11108,C,96.0,material_7,material_8,5,8,11,7,2,18.37,10.179,16.004,17.593,10.921,19.46,11.094,16.57,20.528,12.962,16.141,15.027,18.276,19.906,636.6,0
11156,11156,C,,material_7,material_8,5,8,7,11,4,18.484,10.403,17.721,15.983,11.368,16.851,10.891,16.6,16.055,12.677,15.516,18.139,13.87,,488.288,0
22138,22138,E,95.66,material_7,material_6,6,9,5,8,3,18.615,11.763,16.875,18.09,13.021,19.828,13.101,15.492,18.182,,15.347,16.41,15.753,16.059,,0
152,152,A,90.41,material_7,material_8,9,5,12,3,6,20.056,10.906,17.257,17.099,10.483,19.93,11.892,16.916,20.362,10.612,15.004,15.986,16.825,19.571,722.375,0
13422,13422,C,72.67,material_7,material_8,5,8,13,10,6,17.4,11.468,16.242,18.246,11.907,18.487,10.107,14.064,19.126,13.381,16.415,13.016,15.601,16.42,569.682,0
22063,22063,E,107.43,material_7,material_6,6,9,7,9,4,16.783,11.794,17.463,16.615,13.566,19.61,11.34,19.311,19.687,9.967,15.139,16.801,16.306,14.722,698.857,0
2832,2832,A,155.45,material_7,material_8,9,5,9,3,3,19.592,12.392,17.47,17.167,10.227,19.174,11.343,17.158,21.85,11.939,15.854,11.737,12.583,18.047,696.13,0
26431,26431,E,134.42,material_7,material_6,6,9,5,15,8,16.691,11.65,,17.925,11.953,18.0,13.397,17.221,16.819,8.3,15.976,16.236,15.062,11.914,,1
22371,22371,E,138.37,material_7,material_6,6,9,7,8,7,16.632,,16.599,17.654,9.572,18.877,11.331,,,9.309,13.995,17.384,,16.09,625.964,0
3551,3551,A,114.8,material_7,material_8,9,5,10,8,8,17.025,10.593,17.693,17.122,11.49,16.755,10.08,16.36,17.004,12.993,15.197,15.779,13.195,16.712,524.851,0
20106,20106,D,94.12,material_7,material_5,6,6,6,13,5,17.331,12.355,18.526,17.555,9.69,18.183,10.147,19.002,18.82,14.275,16.416,17.215,13.334,18.436,,0
23191,23191,E,98.79,material_7,material_6,6,9,6,8,3,17.428,11.221,17.143,17.607,10.747,19.258,13.187,20.03,18.73,11.48,14.868,15.339,14.325,15.706,732.226,1
24600,24600,E,125.66,material_7,material_6,6,9,1,9,1,18.988,11.857,,19.081,13.276,18.58,11.736,14.998,21.514,13.638,16.173,15.539,16.861,17.942,661.331,0
12541,12541,C,173.94,material_7,material_8,5,8,1,7,1,19.141,11.734,17.094,17.806,12.563,18.297,13.787,14.482,20.209,9.445,16.877,15.921,12.284,15.005,755.414,0
4538,4538,A,283.09,material_7,material_8,9,5,8,4,3,17.204,13.05,17.832,18.803,11.804,17.956,12.09,17.015,19.662,9.816,15.054,,16.678,18.67,715.773,0
14367,14367,C,78.99,material_7,material_8,5,8,6,2,5,17.761,11.698,15.415,17.619,10.99,20.886,10.55,16.784,17.689,7.91,16.946,16.281,17.374,20.437,719.666,0
24149,24149,E,128.85,material_7,material_6,6,9,9,12,2,17.801,12.624,16.545,17.732,11.455,18.692,11.589,16.487,17.776,12.341,16.828,17.97,15.813,17.577,710.286,0
10014,10014,B,79.87,material_5,material_5,8,8,6,6,6,18.261,11.411,17.546,16.873,11.712,19.336,11.887,14.401,19.397,11.213,16.047,15.859,14.971,16.242,,1
12278,12278,C,118.77,material_7,material_8,5,8,9,10,1,15.836,10.393,17.729,16.369,14.554,19.672,11.376,16.985,18.186,12.995,15.775,14.314,16.275,16.374,898.481,1
23111,23111,E,124.93,material_7,material_6,6,9,9,17,4,18.771,11.851,16.465,19.066,10.522,20.422,10.162,16.687,20.436,,15.94,14.574,15.132,,860.377,0
15088,15088,C,122.05,material_7,material_8,5,8,4,5,4,18.815,12.183,16.902,18.446,14.108,19.062,12.047,16.246,17.852,11.724,16.134,17.881,15.46,17.916,822.049,0
18375,18375,D,166.45,material_7,material_5,6,6,7,11,5,17.104,11.737,19.622,17.257,11.855,17.309,12.074,14.918,18.71,13.506,16.219,16.472,12.654,19.774,727.757,1
25264,25264,E,214.66,material_7,material_6,6,9,6,6,2,16.646,14.306,16.627,16.829,13.013,18.854,11.527,16.368,18.241,11.1,15.734,18.576,14.298,12.989,,0
5141,5141,B,90.41,material_5,material_5,8,8,0,5,8,18.027,13.433,17.352,16.858,14.165,19.214,11.273,14.026,21.308,13.169,17.118,14.379,16.656,18.089,998.405,1
11814,11814,C,118.54,material_7,material_8,5,8,8,12,7,16.637,12.047,17.479,20.365,11.171,19.547,11.626,15.31,,12.927,17.108,19.067,15.742,17.412,770.894,0
20195,20195,D,121.81,material_7,material_5,6,6,2,8,3,19.215,11.896,18.839,17.374,11.289,18.466,10.996,20.037,20.266,10.049,15.881,14.218,13.601,14.118,780.153,0
24825,24825,E,131.65,material_7,material_6,6,9,8,10,7,18.141,10.134,19.455,18.541,12.693,18.6,11.295,15.166,18.731,11.133,14.909,16.234,14.242,17.652,808.844,0
3450,3450,A,221.27,material_7,material_8,9,5,15,8,5,17.629,13.53,17.605,18.038,11.474,18.872,12.429,15.404,18.657,13.453,14.366,15.475,13.433,15.01,752.17,0
20975,20975,D,99.21,material_7,material_5,6,6,5,18,10,17.14,11.289,,18.076,12.207,18.43,13.131,17.899,18.927,13.679,15.612,19.755,,16.766,,0
16589,16589,D,113.09,material_7,material_5,6,6,7,19,6,18.765,11.888,,17.87,12.503,18.715,12.421,18.337,18.374,14.1,16.639,17.52,13.482,17.781,838.757,0
13156,13156,C,124.39,material_7,material_8,5,8,3,8,3,18.962,11.501,18.12,16.286,10.808,18.891,11.474,15.218,18.239,8.483,14.787,13.241,14.24,20.096,694.631,0
2749,2749,A,104.62,material_7,material_8,9,5,13,10,2,18.353,11.456,18.189,16.14,11.37,16.89,10.659,16.642,19.231,12.563,15.078,15.826,12.893,15.986,550.048,0
18233,18233,D,136.05,material_7,material_5,6,6,10,10,9,18.437,10.961,16.862,18.526,10.197,19.629,10.098,13.742,,12.488,,15.39,15.836,15.355,756.645,0
19624,19624,D,114.97,material_7,material_5,6,6,4,9,2,16.706,11.557,15.891,16.785,10.91,19.837,11.928,15.023,19.889,10.637,16.426,14.455,14.558,17.747,534.664,0
12707,12707,C,89.69,material_7,material_8,5,8,9,6,7,20.012,13.278,17.382,17.143,12.325,20.686,11.789,14.396,20.061,9.81,14.457,13.559,15.052,16.541,,0
