STORE NAME,LICENSE ID,ACCOUNT NUMBER,SQUARE FEET,BUFFER SIZE,ADDRESS,ZIP CODE,COMMUNITY AREA NAME,COMMUNITY AREA,WARD,CENSUS TRACT,CENSUS BLOCK,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
Steve Food & Liquor,47965.0,11529.0,3500.0,B,6058 S Racine Ave,60636,West Englewood,67,16,17031670900,170316709001004.0,1169324.2958758222,1864367.9045050936,41.7833341838,-87.6547432794,"(41.7833341838, -87.6547432794)"
"Krakus Deli,  Inc",1222467.0,229704.0,3500.0,B,5155 W Addison St,60641,Portage Park,15,38,17031151001,170311510011000.0,1141134.008920079,1923401.7895809817,41.9458951009,-87.7566458523,"(41.9458951009, -87.7566458523)"
Mlb Food,1884977.0,326392.0,2500.0,B,613 E 67Th St,60637,Woodlawn,42,20,17031421200,170314212001005.0,1181543.403280431,1860685.4807421395,41.7729559039,-87.6100578109,"(41.7729559039, -87.6100578109)"
Aldi'S Foods Belmont,1975886.0,5273.0,18600.0,A,3320 W Belmont Ave,60618,Avondale,21,35,17031831100,170318311001026.0,1153595.9276697107,1921123.8987191117,41.9394051879,-87.7109005918,"(41.9394051879, -87.7109005918)"
Berbate Fruit Market,1646036.0,296646.0,2500.0,B,3956 N Narragansett Ave,60634,Dunning,17,38,17031170300,170311703001000.0,1132942.4846033207,1925839.4396579529,41.9527315616,-87.7866984426,"(41.9527315616, -87.7866984426)"
Hegewisch Fruit Market Inc.,2020869.0,350864.0,7800.0,B,13209 S Baltimore Ave,60633,Hegewisch,55,10,17031550100,170315501006033.0,1199136.3596458067,1817923.262421893,41.6551885903,-87.5469994185,"(41.6551885903, -87.5469994185)"
Fresh Buy Foods Inc,23640.0,9535.0,26000.0,A,6319 S Vernon Ave,60637,Woodlawn,42,20,17031420700,170314207005004.0,1180379.1641090557,1863120.50899498,41.7796646515,-87.6142509361,"(41.7796646515, -87.6142509361)"
Gaytan Grocery Store,85044.0,81586.0,3500.0,B,2802 S Kolin Ave,60623,South Lawndale,30,22,17031301801,170313018011003.0,1147806.7621309962,1884970.125243476,41.8403086304,-87.733107059,"(41.8403086304, -87.733107059)"
Northwest Food & Liquor,1119636.0,209419.0,3180.0,B,5170 W North Ave,60639,Austin,25,37,17031250200,170312502001025.0,1141540.822233765,1910183.3773895188,41.9096148952,-87.7554779679,"(41.9096148952, -87.7554779679)"
Tai Wah Grocery,28038.0,63654.0,3200.0,B,2226 S Wentworth Ave,60616,Armour Square,34,25,17031841100,170318411004018.0,1175283.352865585,1889485.208198296,41.8521271977,-87.6321439957,"(41.8521271977, -87.6321439957)"
Aldi,1922075.0,5273.0,16615.0,A,6621 S Cottage Grove Ave,60637,Woodlawn,42,5,17031420800,170314208002008.0,1182742.139286115,1861187.5499171095,41.7743058812,-87.6056480253,"(41.7743058812, -87.6056480253)"
"Rich'S Deli & Liquor, Inc",16735.0,6920.0,3400.0,B,857 N Western Ave,60622,West Town,24,32,17031242400,170312424002016.0,1160284.9873089418,1905888.0401877048,41.8974609845,-87.6867385577,"(41.8974609845, -87.6867385577)"
Walgreens # 06297,1248924.0,147.0,,A,6016 W 63Rd St,60638,Clearing,64,23,17031640300,170316000000000.0,1137276.865,1862177.824,41.77795816,-87.7722942,"(41.77795816, -87.7722942)"
Treasure Island Foods,1319.0,85291.0,10001.0,A,680 N Lake Shore Dr,60611,Near North Side,8,42,17031081401,170310814012011.0,1179588.0364358306,1905071.1706646793,41.8947983703,-87.6158666457,"(41.8947983703, -87.6158666457)"
Discount Meat Company,13820.0,6377.0,4160.0,B,339 W 79Th St,60620,Chatham,44,17,17031842400,170318424002003.0,1175247.3682053008,1852518.3935411572,41.7506874405,-87.6333809292,"(41.7506874405, -87.6333809292)"
Oriental Asia Market Inc.,1903198.0,330517.0,7500.0,B,4932 N Sheridan Rd,60640,Uptown,3,46,17031031200,170310312004004.0,1168693.6301710368,1933319.419052548,41.9725559281,-87.6550576698,"(41.9725559281, -87.6550576698)"
Viet Hoa Plaza,10540.0,85532.0,6174.0,B,1051 W Argyle St,60640,Uptown,3,48,17031031200,170310312002000.0,1168165.7555058014,1933540.4916084788,41.9731740098,-87.6569923349,"(41.9731740098, -87.6569923349)"
Polonia Food Mart,6455.0,3630.0,10001.0,A,1956 W Armitage Ave,60622,Logan Square,22,32,17031832300,170318323001065.0,1162748.6020481898,1913344.4894302904,41.9178707156,-87.6774806152,"(41.9178707156, -87.6774806152)"
Aldi Inc #10,14002.0,5273.0,15540.0,A,4501 S Pulaski Rd,60632,Archer Heights,57,14,17031570100,170315701001024.0,1150478.9061905383,1874473.0413310053,41.8114515422,-87.7235746544,"(41.8114515422, -87.7235746544)"
One Stop,2032029.0,352811.0,2500.0,B,4401 W Madison St,60624,West Garfield Park,26,28,17031260500,170312605001000.0,1147026.5918903935,1899610.8155546752,41.8804994508,-87.735595961,"(41.8804994508, -87.735595961)"
El Barrio Grocery,42681.0,16221.0,10001.0,A,3938 W North Ave,60647,Humboldt Park,23,30,17031230400,170312307004007.0,1149716.5197041433,1910383.157131507,41.9100080401,-87.7254384633,"(41.9100080401, -87.7254384633)"
Aaray Grocery,1900.0,62541.0,10001.0,A,2601 N Halsted St,60614,Lincoln Park,7,43,17031070200,170310702001009.0,1170536.070565063,1917537.595760828,41.929209817,-87.648746265,"(41.929209817, -87.648746265)"
Broadway Supermarket,50737.0,17352.0,15000.0,A,4879 N Broadway,60640,Uptown,3,48,17031031200,170310312002005.0,1167467.569308169,1932805.1043853988,41.9711711808,-87.659580975,"(41.9711711808, -87.659580975)"
Foodsmart,46295.0,16644.0,3500.0,B,3415 W Diversey Ave,60647,Logan Square,22,35,17031220602,170312206025000.0,1153071.521264848,1918367.838200328,41.9318527752,-87.7129012497,"(41.9318527752, -87.7129012497)"
Safah Food & Liquor Inc,14103.0,6462.0,3000.0,B,7105 S Racine Ave,60636,Englewood,68,17,17031681400,170316814002001.0,1169589.6794896775,1857650.9933907853,41.7648964002,-87.6539648335,"(41.7648964002, -87.6539648335)"
Morgan Food Corp Llc,1270949.0,250439.0,3500.0,B,6600 S Morgan St,60621,Englewood,68,17,17031681000,170316810003009.0,1170741.1720107044,1861024.5986259223,41.7741289538,-87.6496459973,"(41.7741289538, -87.6496459973)"
The Produce Center,44723.0,16464.0,12000.0,A,5820 N Milwaukee Ave,60646,Norwood Park,10,45,17031100100,170311001002047.0,1135086.8091526828,1938439.5468456636,41.9872696368,-87.7785157048,"(41.9872696368, -87.7785157048)"
Dominicks #2889,2042084.0,5033.0,48735.0,A,5233 N Lincoln Ave,60625,Lincoln Square,4,40,17031040202,170310402022002.0,1158559.9659015764,1934822.6932261963,41.9768950984,-87.6922796678,"(41.9768950984, -87.6922796678)"
Walgreens #226,18468.0,147.0,,A,4005 W 26Th St,60623,South Lawndale,30,22,17031301802,170313000000000.0,1150066.399,1886383.94,41.84414469,-87.72477825,"(41.84414469, -87.72477825)"
Aldi Inc.#94,14010.0,5273.0,10001.0,A,6025 S Western Ave,60636,Chicago Lawn,66,16,17031835000,170318350001001.0,1161445.944633789,1864537.2371817017,41.7839658423,-87.6836233778,"(41.7839658423, -87.6836233778)"
Joe'S Food And Liquor Depot,1575140.0,286898.0,4000.0,B,5834 W Fullerton Ave,60639,Belmont Cragin,19,30,17031190602,170311906023021.0,1136930.5826542045,1915391.9580350104,41.9239918266,-87.7722891067,"(41.9239918266, -87.7722891067)"
Treasure Island Foods,1315.0,85291.0,10001.0,A,2121 N Clybourn Ave,60614,Lincoln Park,7,43,17031832500,170318325002021.0,1167009.0043373122,1914116.864097325,41.919899684,-87.6618055364,"(41.919899684, -87.6618055364)"
Jewel Food Store #3296,1392.0,259.0,29421.0,A,7342 W Foster Ave,60656,Norwood Park,10,41,17031100500,170311005002003.0,1126189.3171740803,1933745.7768729983,41.9745429477,-87.8113468842,"(41.9745429477, -87.8113468842)"
Three R Food,1943396.0,339315.0,3000.0,B,2712 W Montrose Ave,60618,Albany Park,14,33,17031140800,170311408002016.0,1157408.3941064144,1929156.723525272,41.961370945,-87.6966693474,"(41.961370945, -87.6966693474)"
Cermak Produce,1476657.0,273150.0,15000.0,A,1711 W Cermak Rd,60608,Lower West Side,31,25,17031843200,170318432002043.0,1165248.8668543329,1889420.2405128144,41.8521678636,-87.6689750407,"(41.8521678636, -87.6689750407)"
Puerto Rico Food & Liquors,2033049.0,353309.0,2500.0,B,2559 W Augusta Blvd,60622,West Town,24,26,17031242500,170312425002002.0,1158919.056747579,1906519.38109683,41.8992215766,-87.6917381162,"(41.8992215766, -87.6917381162)"
Carniceria La Azteca,1354069.0,262231.0,2500.0,B,7067 N Clark St,60626,Rogers Park,1,49,17031010702,170310107021002.0,1163376.5213784971,1947274.5019283611,42.0109629527,-87.6742146577,"(42.0109629527, -87.6742146577)"
Whole Foods Market,1678048.0,86298.0,19740.0,A,3640 N Halsted St,60613,Lake View,6,44,17031061000,170310610001009.0,1170228.5559185883,1924572.201800388,41.948519803,-87.6496701249,"(41.948519803, -87.6496701249)"
Hong Kong Market,1892499.0,64229.0,46300.0,A,520 W 24Th Pl,60616,Armour Square,34,25,17031841100,170318411003017.0,1172894.1385008283,1888048.2113696104,41.8482371659,-87.6409555275,"(41.8482371659, -87.6409555275)"
Walgreens #2923,18551.0,147.0,,A,6330 S Dr Martin Luther King Jr Dr,60637,Greater Grand Crossing,69,20,17031842500,170318000000000.0,1179971.443,1862983.346,41.77929761,-87.61574988,"(41.77929761, -87.61574988)"
Jewel Food Store #3030,1000572.0,259.0,31951.0,A,7530 S Stony Island Ave,60649,South Shore,43,5,17031834200,170318342004016.0,1188080.651961138,1855220.3186104624,41.7578056585,-87.586268258,"(41.7578056585, -87.586268258)"
Cermak Produce No.4,69608.0,21223.0,17000.0,A,2701 W North Ave,60647,West Town,24,26,17031241000,170312410002000.0,1158110.2173899557,1910489.4150159997,41.9101322404,-87.6946003939,"(41.9101322404, -87.6946003939)"
Rainbow Finer Food & Liquor,9138.0,4236.0,3500.0,B,6316 S Ashland Ave,60636,West Englewood,67,16,17031671200,170316712001000.0,1166715.9827140924,1862739.7476557067,41.7789224055,-87.6643526811,"(41.7789224055, -87.6643526811)"
Munchies On Larrabee,2073925.0,210118.0,2500.0,B,1012 N Larrabee St,60610,Near North Side,8,27,17031842200,170318422001074.0,1172113.341730195,1907214.704195268,41.9008485875,-87.6432555365,"(41.9008485875, -87.6432555365)"
Aldi Inc Store #95,14011.0,5273.0,37000.0,A,2333 E 95Th St,60617,South Deering,51,7,17031510300,170315103001005.0,1193541.8033401624,1842389.9894724449,41.722466242,-87.5666730521,"(41.722466242, -87.5666730521)"
Mi Mexico Grocery,1494240.0,277614.0,2600.0,B,2601 W 59Th St,60629,Chicago Lawn,66,16,17031835000,170318350005001.0,1160033.9340359569,1865405.028793724,41.7863763432,-87.688776514,"(41.7863763432, -87.688776514)"
Aldi Foods Store #30,14000.0,5273.0,14860.0,A,4030 W Wrightwood Ave,60639,Logan Square,22,31,17031220702,170312207022005.0,1148929.3174837828,1917009.9500627303,41.9282078544,-87.728158558,"(41.9282078544, -87.728158558)"
Key Food Liquor,17551.0,7109.0,3800.0,B,13355 S Indiana Ave,60827,Riverdale,54,9,17031540101,170315401012014.0,1179993.5943226696,1816584.5557612395,41.6519728186,-87.6170837363,"(41.6519728186, -87.6170837363)"
Europa Galleria Inc,1299537.0,253902.0,6500.0,B,340 W Superior St,60610,Near North Side,8,42,17031081800,170310818002018.0,1173771.5733286294,1905338.2646616227,41.8956627719,-87.637220715,"(41.8956627719, -87.637220715)"
Personal Liquors Inc,8913.0,4189.0,6000.0,B,4241 W Madison St,60624,West Garfield Park,26,28,17031260600,170312606001000.0,1147946.9192404214,1899631.7285353527,41.8805391992,-87.7322160373,"(41.8805391992, -87.7322160373)"
Save-A-Lot   #856,1222884.0,216203.0,12000.0,A,5555 W North Ave,60639,Austin,25,37,17031250700,170312507004001.0,1138898.6455569188,1910041.7056745512,41.9092745667,-87.765187785,"(41.9092745667, -87.765187785)"
Gilmart'S  Food & Liquor,22715.0,9350.0,10001.0,A,5044 S Archer Ave,60632,Archer Heights,57,14,17031570300,170315703002016.0,1149831.6750960744,1870805.5673226255,41.8014000331,-87.7260437419,"(41.8014000331, -87.7260437419)"
Anar Inc,31219.0,14297.0,10001.0,A,935 E 79Th St,60619,Chatham,44,8,17031440101,170314401011006.0,1183972.0905254784,1852784.3138003484,41.7512179339,-87.6014014102,"(41.7512179339, -87.6014014102)"
Clybourn Market,40522.0,15968.0,3500.0,B,2807 N Clybourn Ave,60618,North Center,5,1,17031051400,170310514002008.0,1162477.1804368603,1918702.5181403288,41.9325791837,-87.678327456,"(41.9325791837, -87.678327456)"
Serrelli'S Foods,6981.0,62794.0,4000.0,B,6454 W North Ave,60707,Austin,25,36,17031250500,170312505002029.0,1132926.40115027,1909986.632481189,41.909229895,-87.7871288207,"(41.909229895, -87.7871288207)"
Food 4 Less,1928152.0,251246.0,63506.0,A,112 W 87Th St,60620,Chatham,44,21,17031842400,170318424002040.0,1176892.3652144854,1847318.0013730056,41.7363800456,-87.627509219,"(41.7363800456, -87.627509219)"
Dominick'S #153/2153,41678.0,5033.0,68000.0,A,424 W Division St,60610,Near North Side,8,27,17031080400,170310804002003.0,1173143.8849041462,1908329.1807673164,41.9038839611,-87.6394372016,"(41.9038839611, -87.6394372016)"
Super Jim'S,37540.0,33441.0,4500.0,B,5147 W Division St,60651,Austin,25,37,17031251100,170312511004002.0,1141624.102055953,1907462.5959686877,41.9021472222,-87.7552393884,"(41.9021472222, -87.7552393884)"
Aldi Foods -Store #04,13988.0,5273.0,12500.0,A,800 N Kedzie Ave,60651,Humboldt Park,23,27,17031836600,170318366001013.0,1154853.9364104243,1905175.1424146097,41.8956153135,-87.7067053251,"(41.8956153135, -87.7067053251)"
A & G Liquors,44373.0,35423.0,4800.0,B,6945 S State St,60637,Greater Grand Crossing,69,6,17031690400,170316904003005.0,1177546.7151574378,1858784.7080415017,41.7678312792,-87.6247659397,"(41.7678312792, -87.6247659397)"
Busy Bee Supermarket,1974525.0,343785.0,2500.0,B,5659 S Ashland Ave,60636,West Englewood,67,16,17031670200,170316702001016.0,1166685.2921777351,1866951.2767541348,41.7904800194,-87.6643450657,"(41.7904800194, -87.6643450657)"
Luciano'S Grocery-18Th St,1380524.0,265429.0,6000.0,B,1714 W 18Th St,60608,Lower West Side,31,25,17031310800,170313108001010.0,1165111.722796189,1891492.252209515,41.8578565675,-87.6694195956,"(41.8578565675, -87.6694195956)"
Crespo'S Food Mart,40132.0,15902.0,2800.0,B,4353 W Madison St,60624,West Garfield Park,26,28,17031260600,170312606001001.0,1147155.4164315425,1899613.733546351,41.880504995,-87.7351228503,"(41.880504995, -87.7351228503)"
Armitage Produce Inc,1771323.0,4469.0,14340.0,A,2007 N Kimball Ave,60647,Logan Square,22,35,17031221100,170312211002029.0,1153421.1387810074,1913162.671747725,41.9175624189,-87.7117551087,"(41.9175624189, -87.7117551087)"
Rodriguez Fruits & Vegetable,18231.0,7487.0,2626.0,B,2458 S St Louis Ave,60623,South Lawndale,30,22,17031300700,170313007003004.0,1153392.176528934,1887204.0526751836,41.8463298609,-87.7125513997,"(41.8463298609, -87.7125513997)"
Jewel Food Store #3368,1226337.0,259.0,31600.0,A,550 N State St,60610,Near North Side,8,42,17031081600,170310816001003.0,1176227.7531051838,1904177.0736727233,41.8924213661,-87.6282348711,"(41.8924213661, -87.6282348711)"
Jewel Food Store #3721,1225534.0,259.0,49513.0,A,6107 S Archer Ave,60638,Garfield Ridge,56,23,17031560800,170315608002027.0,1137719.7299707269,1868155.8003845508,41.7943548532,-87.7705271521,"(41.7943548532, -87.7705271521)"
Supermercado La Chiqutia # 4,49303.0,89325.0,10001.0,A,2623 S Pulaski Rd,60623,South Lawndale,30,22,17031301701,170313017013005.0,1150175.895202942,1886162.497239797,41.8435348913,-87.7243821794,"(41.8435348913, -87.7243821794)"
International Supermarket Inc,16712.0,6917.0,7500.0,B,4556 S Ashland Ave,60609,New City,61,3,17031610400,170316104001000.0,1166403.2942998728,1874268.6180732348,41.8105656774,-87.6651705169,"(41.8105656774, -87.6651705169)"
West Lawn Foods,1591726.0,289367.0,17000.0,A,5838 S Pulaski Rd,60629,West Elsdon,62,13,17031620300,170316203002019.0,1150664.380573105,1865421.2288227445,41.7866084095,-87.7231300289,"(41.7866084095, -87.7231300289)"
"La Nueva Imagen Grocery, Inc.",1804216.0,315282.0,3000.0,B,2459 S Millard Ave,60623,South Lawndale,30,22,17031300600,170313006002001.0,1152475.4010279817,1887185.506832549,41.8462971046,-87.7159164295,"(41.8462971046, -87.7159164295)"
S & T Provision Co Inc,12173.0,6018.0,10001.0,A,3804 W 111Th St,60655,Mount Greenwood,74,19,17031740300,170317403001022.0,1152946.9129033936,1830759.5198749772,41.6914459103,-87.7156731039,"(41.6914459103, -87.7156731039)"
Parkshore Market Ltd,26464.0,10858.0,2860.0,B,195 N Harbor Dr,60601,Loop,32,42,17031320100,170313201004007.0,1179687.020546456,1901930.2536645876,41.8861772806,-87.6155996011,"(41.8861772806, -87.6155996011)"
Carniceria Guanajuato,2069477.0,358374.0,9325.0,B,5250 W Fullerton Ave,60639,Belmont Cragin,19,31,17031190702,170311907023020.0,1140756.180063072,1915489.208034782,41.9241891458,-87.7582297412,"(41.9241891458, -87.7582297412)"
Jardan Food & Liquor,11226.0,5270.0,9500.0,B,317 E Garfield Blvd,60637,Washington Park,40,3,17031400400,170314004001003.0,1179170.1946088122,1868452.9110248592,41.7943249341,-87.6185206053,"(41.7943249341, -87.6185206053)"
Los Cuatro Hermanos Grocery,7790.0,62837.0,10001.0,A,1858 S Allport St,60608,Lower West Side,31,25,17031310600,170313106002002.0,1168296.854135198,1890914.2210547028,41.8562022212,-87.6577449724,"(41.8562022212, -87.6577449724)"
Eddy'S Food Mart,1879269.0,324962.0,4000.0,B,7575 N Rogers Ave,60626,Rogers Park,1,49,17031010300,170310103002005.0,1164934.279479344,1950275.4783167357,42.019164625,-87.668397288,"(42.019164625, -87.668397288)"
Mayfair Market Place,1948869.0,340165.0,12000.0,A,4728 N Pulaski Rd,60630,Albany Park,14,39,140500,170311405001000.0,1148831.9524721669,1931243.1098496097,41.9672666701,-87.7281470478,"(41.9672666701, -87.7281470478)"
The Unit,2021618.0,351168.0,3500.0,B,2523 E 75Th St,60649,South Shore,43,7,17031431302,170314313022003.0,1194459.428615965,1855683.5137392976,41.7589223174,-87.5628760391,"(41.7589223174, -87.5628760391)"
Moroleon Foods #2 Inc.,1801622.0,314329.0,3025.0,B,4257 S Rockwell St,60632,Brighton Park,58,12,17031580700,170315807003005.0,1159787.496931104,1876115.0553754636,41.8157711158,-87.6893858973,"(41.8157711158, -87.6893858973)"
Supermercado Guerrero,2042000.0,354339.0,3800.0,B,3100 W Cermak Rd,60623,South Lawndale,30,24,17031841700,170318417001009.0,1156013.4881838674,1889256.0464354453,41.8519083675,-87.702875989,"(41.8519083675, -87.702875989)"
Stop & Go Food Mart,26776.0,11123.0,3250.0,B,1622 W Monterey Ave,60643,Morgan Park,75,34,17031750600,170317506004009.0,1167414.1208496818,1830185.843068351,41.6895747692,-87.6627231456,"(41.6895747692, -87.6627231456)"
Aldi Inc #92,13996.0,5273.0,19410.0,A,620 W 63Rd St,60621,Englewood,68,16,17031680900,170316809004003.0,1173102.9040376288,1863153.8616640216,41.7799200473,-87.6409255107,"(41.7799200473, -87.6409255107)"
First Choice Market,1969290.0,342952.0,10000.0,A,3019 E 91St St,60617,South Chicago,46,10,17031461000,170314610001014.0,1197964.0966857816,1845167.180878188,41.7299778712,-87.5503825944,"(41.7299778712, -87.5503825944)"
Kordian'S Market,28114.0,11448.0,4610.0,B,6332 W Higgins Ave,60630,Jefferson Park,11,45,17031110300,170311103002023.0,1132925.716275297,1934312.9608035104,41.9759840467,-87.7865613104,"(41.9759840467, -87.7865613104)"
"Dominick'S Finer Foods, Inc. #1695",41682.0,5033.0,26819.0,A,959 W Fullerton Ave,60614,Lincoln Park,7,43,17031071100,170310711002000.0,1169257.2758050784,1916091.024655496,41.9252682757,-87.6534875641,"(41.9252682757, -87.6534875641)"
Aldi Inc #06,13978.0,5273.0,14000.0,A,5001 N Pulaski Rd,60630,Albany Park,14,39,17031140302,170311403023005.0,1148863.367013644,1932961.418985363,41.9719812207,-87.7279868979,"(41.9719812207, -87.7279868979)"
All Star Food & Liquor,1922124.0,319069.0,4200.0,B,2911 S Archer Ave,60608,Bridgeport,60,11,17031600700,170316007001000.0,1168263.5667718935,1885550.3656843523,41.8414840391,-87.6580219776,"(41.8414840391, -87.6580219776)"
Shop Wise Food,1334440.0,259101.0,6000.0,B,316 W 103Rd St,60628,Roseland,49,9,17031490700,170314907003028.0,1175916.5515061072,1836666.9231696047,41.7071739515,-87.6314024214,"(41.7071739515, -87.6314024214)"
"H & A Food Market, Inc.",1379268.0,217567.0,2500.0,B,1007 W 63Rd St,60621,Englewood,68,16,17031681000,170316810004004.0,1170635.733917174,1863004.589298344,41.7795645849,-87.6499748357,"(41.7795645849, -87.6499748357)"
Gemelos Food/ Check Cashing Services,1045757.0,203580.0,6600.0,B,4300 S Mozart St,60632,Brighton Park,58,14,17031580502,170315805023027.0,1158040.5491916377,1875978.450834643,41.815432001,-87.69579779,"(41.815432001, -87.69579779)"
Aldi #32,1975885.0,5273.0,16924.0,A,1840 N Clybourn Ave,60614,Lincoln Park,7,32,17031832600,170318326002019.0,1168978.244367912,1912136.7918219091,41.9144237141,-87.654627843,"(41.9144237141, -87.654627843)"
Superior Nut & Candy  Co.I Inc.,1122087.0,26728.0,10005.0,A,1111 W 40Th St,60609,New City,61,11,17031842600,170318426002016.0,1169479.083339986,1878079.6963200865,41.820957494,-87.6537783218,"(41.820957494, -87.6537783218)"
La Perla Tapatia Bakery,1698.0,85292.0,3000.0,B,4214 W North Ave,60639,Humboldt Park,23,30,17031230500,170312306004000.0,1147938.5380890097,1910338.4508784628,41.909919754,-87.731971257,"(41.909919754, -87.731971257)"
"Rio Grande Fruit Market, Inc.",1042285.0,201574.0,3750.0,B,3501 W North Ave,60647,Humboldt Park,23,26,17031230800,170312308001000.0,1152725.3573921344,1910369.2044691923,41.9099107051,-87.7143855102,"(41.9099107051, -87.7143855102)"
Miara'S Cont'L Pastry Deli Inc,10400.0,4623.0,5000.0,B,7051 W Addison St,60634,Dunning,17,36,17031171000,170311710005004.0,1128545.078028991,1923079.5091850553,41.9452338231,-87.8029266385,"(41.9452338231, -87.8029266385)"
J And P Finer Foods,1567.0,299.0,4500.0,B,3501 W Montrose Ave,60618,Irving Park,16,33,17031160501,170311605012002.0,1152248.064583996,1928979.61591476,41.9609885935,-87.7156463163,"(41.9609885935, -87.7156463163)"
Neil'S Food,1998505.0,221849.0,3500.0,B,7749 S Halsted St,60620,Auburn Gresham,71,17,17031710100,170317101001007.0,1172356.9491783085,1853275.989279964,41.7528304183,-87.6439505248,"(41.7528304183, -87.6439505248)"
Chicago Food Corp,1169745.0,11429.0,10000.0,A,5800 N Pulaski Rd,60646,North Park,13,39,17031130200,170311302001009.0,1148643.5223882992,1938042.3883606028,41.9859279924,-87.7286634185,"(41.9859279924, -87.7286634185)"
Jewel Food Store #3443,1323.0,259.0,25356.0,A,5343 N Broadway,60640,Edgewater,77,48,17031030703,170310307031001.0,1167382.7587465665,1935813.5422321209,41.9794282549,-87.6598058547,"(41.9794282549, -87.6598058547)"
Jewel Food Store #3470,1382.0,259.0,24815.0,A,3570 N Elston Ave,60618,Avondale,21,35,17031831100,170318311001001.0,1154304.8135324095,1923553.3427549696,41.946057604,-87.7082301098,"(41.946057604, -87.7082301098)"
5659 W. Diversey,1575023.0,277375.0,4000.0,B,5659 W Diversey Ave,60639,Belmont Cragin,19,30,17031190602,170311906022001.0,1137914.0810304238,1918001.6539807497,41.9311354035,-87.7686121306,"(41.9311354035, -87.7686121306)"
Macias Produce Inc.,1648017.0,297549.0,7000.0,B,8933 S Commercial Ave,60617,South Chicago,46,10,17031833900,170318339001015.0,1197739.2800366837,1846169.3798441205,41.7327335949,-87.5511727836,"(41.7327335949, -87.5511727836)"
Dililah Grocery,1986580.0,346168.0,3125.0,B,1759 W 21St St,60608,Lower West Side,31,25,17031310800,170313108003012.0,1164727.486820388,1890072.172587837,41.8539678804,-87.6708701882,"(41.8539678804, -87.6708701882)"
Dominick'S # 304/2304,41617.0,5033.0,10001.0,A,2550 N Clybourn Ave,60614,Lincoln Park,7,32,17031070700,170310707002005.0,1163869.571255447,1916997.6875486716,41.9278717231,-87.6732588146,"(41.9278717231, -87.6732588146)"
Outlet Kingdom,2054475.0,356046.0,4000.0,B,3449 S Halsted St,60608,Bridgeport,60,11,17031839700,170318397002011.0,1171577.6413118422,1881783.378874928,41.8310749437,-87.6459711122,"(41.8310749437, -87.6459711122)"
La International,57700.0,18542.0,3000.0,B,4301 S Archer Ave,60632,Brighton Park,58,14,17031580502,170315805021004.0,1156338.8461360813,1875918.037278842,41.8153006937,-87.7020416008,"(41.8153006937, -87.7020416008)"
Pete'S Produce,1448266.0,271341.0,10000.0,A,1411 W 87Th St,60620,Auburn Gresham,71,21,17031711400,170317114001001.0,1168376.3215049591,1847018.230873328,41.7357448514,-87.6587177057,"(41.7357448514, -87.6587177057)"
"Calma Optimal Deli, Inc.",1991322.0,346718.0,3000.0,B,5155 W Addison St,60641,Portage Park,15,38,17031151001,170311510011000.0,1141134.008920079,1923401.7895809817,41.9458951009,-87.7566458523,"(41.9458951009, -87.7566458523)"
Harbor Market,44759.0,16473.0,4200.0,B,155 N Harbor Dr,60601,Loop,32,42,17031320100,170313201004020.0,1179690.182993199,1901410.3393839337,41.8847505385,-87.6156039565,"(41.8847505385, -87.6156039565)"
"Sweqi Food Mart, Inc.",2055024.0,356315.0,2600.0,B,4100 W North Ave,60639,Humboldt Park,23,30,17031230500,170312306001001.0,1148781.2363983027,1910359.362500272,41.9099608832,-87.7288749604,"(41.9099608832, -87.7288749604)"
Wally'S Market Inc,72825.0,21938.0,33000.0,A,6601 W Irving Park Rd,60634,Dunning,17,38,17031170300,170311703001003.0,1131673.8913741312,1925827.773722738,41.9527216579,-87.7913622126,"(41.9527216579, -87.7913622126)"
Saveway Food,1594450.0,290756.0,3000.0,B,313 E 43Rd St,60653,Grand Boulevard,38,3,17031835800,170318358001004.0,1178918.696193015,1876526.8703099575,41.8164863247,-87.6191968314,"(41.8164863247, -87.6191968314)"
Carniceria&Fruteria El Mitote,49322.0,17160.0,4500.0,B,4459 W Belmont Ave,60641,Hermosa,20,31,17031200100,170312001003000.0,1145834.3147029574,1920855.4036383205,41.9388195147,-87.7394338028,"(41.9388195147, -87.7394338028)"
Lemen Sun Corp.,28022.0,11427.0,3600.0,B,2832 S Wentworth Ave,60616,Armour Square,34,11,17031340400,170313404001020.0,1175376.922301567,1885651.26918079,41.8416044818,-87.6319155034,"(41.8416044818, -87.6319155034)"
Super Dollar Discount,2032403.0,353027.0,3500.0,B,4801 S Ashland Ave,60609,New City,61,20,17031611200,170316112002007.0,1166523.007693916,1872858.6184143529,41.8066939242,-87.6647716526,"(41.8066939242, -87.6647716526)"
Save-A-Lot  #862,1353496.0,216203.0,14800.0,A,4701 S Cottage Grove Ave,60615,Kenwood,39,4,17031390400,170313904002002.0,1182423.8619622332,1874006.3789493395,41.8094892465,-87.6064174294,"(41.8094892465, -87.6064174294)"
Treasure Island Foods,1307.0,85291.0,10001.0,A,1639 N Wells St,60614,Lincoln Park,7,43,17031071500,170310715005003.0,1174435.9795041713,1911410.982674308,41.9123117952,-87.6345988555,"(41.9123117952, -87.6345988555)"
